Alias,Women Count,Men Count,Total Voters,Turnout,Perc Turnout,GD Share of the turnout,GD vote count,GD share of the perc turnout,
00.27.12,488,511,999,605,0.61,0.7124,431,0.431431431,
00.27.13,182,179,361,261,0.72,0.61686,161,0.44598338,
00.27.14,740,719,1459,878,0.6,0.53189,467,0.320082248,
00.27.15,677,644,1321,808,0.61,0.49381,399,0.302043906,
00.27.16,664,607,1271,810,0.64,0.52963,429,0.337529504,
00.27.17,455,489,944,590,0.63,0.52542,310,0.328389831,
00.27.18,603,630,1233,831,0.67,0.54152,450,0.364963504,
00.27.19,250,242,492,345,0.7,0.5971,206,0.418699187,
00.27.20,448,450,898,519,0.58,0.54528,283,0.315144766,
00.27.21,432,445,877,571,0.65,0.60245,344,0.392246294,
00.27.22,251,234,485,289,0.6,0.52941,153,0.315463918,
00.27.23,497,514,1011,652,0.64,0.69172,451,0.446092977,
00.27.24,597,603,1200,736,0.61,0.63587,468,0.39,
00.27.25,435,437,872,517,0.59,0.53191,275,0.315366972,
00.27.26,707,600,1307,758,0.58,0.4657,353,0.270084162,
00.27.27,1213,1170,2383,1304,0.55,0.41258,538,0.225765841,
00.27.28,707,624,1331,873,0.66,0.43299,378,0.283996995,
00.27.29,700,647,1347,843,0.63,0.63938,539,0.400148478,
00.27.30,881,812,1693,1097,0.65,0.58706,644,0.380389841,
00.27.31,423,373,796,519,0.65,0.51252,266,0.334170854,
00.27.32,401,398,799,519,0.65,0.56069,291,0.364205257,
00.27.33,930,936,1866,1230,0.66,0.52764,649,0.347802787,
00.27.34,288,284,572,402,0.7,0.54975,221,0.386363636,
00.27.35,718,679,1397,919,0.66,0.63874,587,0.420186113,
00.27.36,283,270,553,390,0.71,0.65897,257,0.464737794,
00.27.37,222,251,473,355,0.75,0.5662,201,0.424947146,
00.27.38,416,419,835,538,0.64,0.63011,339,0.405988024,
00.27.39,428,437,865,535,0.62,0.46355,248,0.286705202,
00.27.40,0,0,0,363,0,0.89256,324,0,
00.27.41,0,0,0,89,0,0.91011,81,0,
00.28.01,749,607,1356,745,0.55,0.4953,369,0.272123894,
00.28.02,782,653,1435,705,0.49,0.55887,394,0.27456446,
00.28.03,750,649,1399,747,0.53,0.50469,377,0.269478199,
00.28.04,775,729,1504,715,0.48,0.53706,384,0.255319149,
00.28.05,478,446,924,479,0.52,0.56576,271,0.293290043,
00.28.06,1086,899,1985,1093,0.55,0.66514,727,0.366246851,
00.28.07,630,547,1177,635,0.54,0.63307,402,0.341546304,
00.28.08,112,108,220,96,0.44,0.66667,64,0.290909091,
00.28.09,249,233,482,332,0.69,0.5994,199,0.412863071,
00.28.10,348,355,703,378,0.54,0.67196,254,0.361308677,
00.28.11,286,322,608,378,0.62,0.74603,282,0.463815789,
00.28.12,200,224,424,240,0.57,0.7625,183,0.431603774,
00.28.13,643,589,1232,659,0.53,0.60395,398,0.323051948,
00.28.14,98,100,198,106,0.54,0.66038,70,0.353535354,
00.28.15,140,128,268,136,0.51,0.63971,87,0.324626866,
00.28.16,115,173,288,160,0.56,0.71875,115,0.399305556,
00.28.17,240,230,470,230,0.49,0.66087,152,0.323404255,
00.28.18,230,224,454,261,0.57,0.70115,183,0.4030837,
00.28.19,112,123,235,120,0.51,0.55833,67,0.285106383,
00.28.20,51,86,137,78,0.57,0.73077,57,0.416058394,
00.28.21,107,99,206,111,0.54,0.47748,53,0.257281553,
00.28.22,44,59,103,49,0.48,0.67347,33,0.32038835,
00.28.23,231,230,461,236,0.51,0.71186,168,0.364425163,
00.28.24,73,97,170,107,0.63,0.78505,84,0.494117647,
00.28.25,50,78,128,84,0.66,0.55952,47,0.3671875,
00.28.26,137,150,287,153,0.53,0.60131,92,0.320557491,
00.28.27,70,121,191,85,0.45,0.71765,61,0.319371728,
00.28.28,49,111,160,67,0.42,0.77612,52,0.325,
00.28.29,179,155,334,218,0.65,0.62385,136,0.407185629,
00.28.30,394,390,784,474,0.6,0.55907,265,0.338010204,
00.28.31,353,331,684,344,0.5,0.55523,191,0.279239766,
00.28.32,363,388,751,458,0.61,0.50218,230,0.306258322,
00.28.33,411,410,821,466,0.57,0.48927,228,0.27771011,
00.28.34,124,110,234,148,0.63,0.55405,82,0.35042735,
00.28.35,79,92,171,92,0.54,0.46739,43,0.251461988,
00.28.36,165,192,357,249,0.7,0.67068,167,0.467787115,
00.28.37,122,108,230,121,0.53,0.55372,67,0.291304348,
00.28.38,448,470,918,470,0.51,0.49149,231,0.251633987,
00.28.39,121,157,278,164,0.59,0.64024,105,0.377697842,
00.28.40,378,395,773,500,0.65,0.648,324,0.419146184,
00.28.41,136,140,276,179,0.65,0.61453,110,0.398550725,
00.28.42,161,160,321,191,0.6,0.68586,131,0.408099688,
00.28.43,296,324,620,419,0.68,0.52267,219,0.353225806,
00.28.44,101,114,215,158,0.73,0.5443,86,0.4,
00.28.45,242,284,526,326,0.62,0.51534,168,0.319391635,
00.28.46,295,298,593,338,0.57,0.51775,175,0.295109612,
00.28.47,73,87,160,83,0.52,0.60241,50,0.3125,
00.28.48,204,215,419,272,0.65,0.61397,167,0.398568019,
00.28.49,264,292,556,241,0.43,0.58506,141,0.253597122,
00.29.01,778,715,1493,934,0.63,0.7045,658,0.440723376,
00.29.02,269,216,485,321,0.66,0.72897,234,0.482474227,
00.29.03,322,311,633,376,0.59,0.72074,271,0.428120063,
00.29.04,140,168,308,184,0.6,0.75,138,0.448051948,
00.29.05,303,317,620,370,0.6,0.78108,289,0.466129032,
00.29.06,501,489,990,523,0.53,0.69216,362,0.365656566,
00.29.07,346,335,681,356,0.52,0.72472,258,0.378854626,
00.29.08,121,121,242,130,0.54,0.8,104,0.429752066,
00.29.09,46,82,128,96,0.75,0.78125,75,0.5859375,
00.29.10,83,148,231,180,0.78,0.71111,128,0.554112554,
00.30.01,647,563,1210,733,0.61,0.55389,406,0.33553719,
00.30.02,1211,968,2179,1121,0.51,0.52275,586,0.268930702,
00.30.03,739,658,1397,773,0.55,0.54851,424,0.303507516,
00.30.04,1427,1206,2633,1427,0.54,0.49474,706,0.268135207,
00.30.05,1078,1108,2186,960,0.44,0.54375,522,0.238792315,
00.30.06,607,616,1223,731,0.6,0.50068,366,0.299264105,
00.30.07,773,835,1608,681,0.42,0.72247,492,0.305970149,
00.30.08,1071,1074,2145,1308,0.61,0.55199,722,0.336596737,
00.30.09,410,398,808,516,0.64,0.58721,303,0.375,
00.30.10,489,503,992,653,0.66,0.67841,443,0.446572581,
00.30.11,630,615,1245,771,0.62,0.62127,479,0.384738956,
00.30.12,363,384,747,523,0.7,0.65392,342,0.457831325,
00.30.13,75,73,148,106,0.72,0.57547,61,0.412162162,
00.30.14,689,763,1452,952,0.66,0.58298,555,0.382231405,
00.30.15,609,601,1210,796,0.66,0.66457,529,0.437190083,
00.30.16,686,638,1324,781,0.59,0.49424,386,0.291540785,
00.30.17,162,179,341,222,0.65,0.68919,153,0.448680352,
00.30.18,341,344,685,402,0.59,0.76617,308,0.449635036,
00.30.19,612,650,1262,728,0.58,0.67995,495,0.392234548,
00.30.20,994,1019,2013,1233,0.61,0.65207,804,0.399403875,
00.30.21,272,237,509,268,0.53,0.57463,154,0.302554028,
00.30.22,597,626,1223,725,0.59,0.58483,424,0.346688471,
00.30.23,312,370,682,390,0.57,0.59487,232,0.340175953,
00.30.24,621,637,1258,612,0.49,0.80882,495,0.393481717,
00.30.25,291,294,585,371,0.63,0.67116,249,0.425641026,
00.30.26,343,355,698,464,0.66,0.67241,312,0.446991404,
00.30.27,729,753,1482,897,0.61,0.61427,551,0.371794872,
00.30.28,406,389,795,493,0.62,0.60446,298,0.374842767,
00.30.29,632,658,1290,803,0.62,0.66625,535,0.414728682,
00.30.30,703,638,1341,804,0.6,0.53234,428,0.319164802,
00.30.31,755,643,1398,853,0.61,0.56506,482,0.344778255,
00.30.32,444,460,904,545,0.6,0.50642,276,0.305309735,
00.32.01,739,618,1357,778,0.57,0.5527,430,0.316875461,
00.32.02,681,558,1239,700,0.56,0.50429,353,0.284907183,
00.32.03,692,478,1170,715,0.61,0.4979,356,0.304273504,
00.32.04,815,642,1457,859,0.59,0.50873,437,0.299931366,
00.32.05,798,620,1418,821,0.58,0.52741,433,0.305359661,
00.32.06,1351,1002,2353,1460,0.62,0.51644,754,0.320441989,
00.32.07,1125,875,2000,1276,0.64,0.53527,683,0.3415,
00.32.08,645,522,1167,678,0.58,0.50885,345,0.29562982,
00.32.09,775,699,1474,864,0.59,0.48727,421,0.285617368,
00.32.10,664,528,1192,788,0.66,0.54188,427,0.358221477,
00.32.11,636,467,1103,668,0.61,0.52844,353,0.320036265,
00.32.12,630,545,1175,784,0.67,0.56378,442,0.376170213,
00.32.13,552,526,1078,717,0.67,0.55788,400,0.371057514,
00.32.14,1035,801,1836,1082,0.59,0.48614,526,0.286492375,
00.32.15,1442,1149,2591,1370,0.53,0.4854,665,0.256657661,
00.32.16,1356,915,2271,1242,0.55,0.43317,538,0.236900044,
00.32.17,781,660,1441,837,0.58,0.50299,421,0.292158223,
00.32.18,553,442,995,651,0.65,0.49616,323,0.324623116,
00.32.19,794,616,1410,846,0.6,0.5,423,0.3,
00.32.20,820,610,1430,746,0.52,0.52949,395,0.276223776,
00.32.21,903,624,1527,825,0.54,0.49818,411,0.269155206,
00.32.22,1331,955,2286,1167,0.51,0.43445,507,0.221784777,
00.32.23,724,544,1268,674,0.53,0.44362,299,0.235804416,
00.32.24,747,580,1327,714,0.54,0.47339,338,0.254709872,
00.32.25,678,562,1240,787,0.63,0.50064,394,0.317741935,
00.32.26,393,371,764,559,0.73,0.59928,335,0.438481675,
00.32.27,265,276,541,279,0.52,0.52688,147,0.271719039,
00.32.28,744,732,1476,894,0.61,0.56823,508,0.344173442,
00.32.29,405,456,861,481,0.56,0.5447,262,0.304297329,
00.32.30,713,603,1316,762,0.58,0.62336,475,0.360942249,
00.32.31,270,305,575,320,0.56,0.55938,179,0.311304348,
00.32.32,380,369,749,450,0.6,0.58,261,0.348464619,
00.32.33,362,407,769,446,0.58,0.52242,233,0.302990897,
00.32.34,1193,1159,2352,1327,0.56,0.60512,803,0.341411565,
00.32.35,342,381,723,399,0.55,0.55388,221,0.305670816,
00.32.36,306,304,610,352,0.58,0.54261,191,0.313114754,
00.32.37,143,170,313,154,0.49,0.7013,108,0.345047923,
00.32.38,624,604,1228,807,0.66,0.64436,520,0.423452769,
00.32.39,583,539,1122,683,0.61,0.63397,433,0.385918004,
00.32.40,808,729,1537,986,0.64,0.71602,706,0.45933637,
00.32.41,677,693,1370,816,0.6,0.66667,544,0.397080292,
00.32.42,225,258,483,324,0.67,0.6358,206,0.426501035,
00.32.43,376,425,801,460,0.57,0.62826,289,0.360799001,
00.32.44,691,744,1435,831,0.58,0.63177,525,0.365853659,
00.32.45,414,447,861,487,0.57,0.53593,261,0.303135889,
00.32.46,656,598,1254,718,0.57,0.64067,460,0.366826156,
00.32.47,493,462,955,593,0.62,0.49578,294,0.307853403,
00.32.48,687,665,1352,725,0.54,0.5669,411,0.303994083,
00.32.49,768,709,1477,740,0.5,0.53514,396,0.268111036,
00.32.50,637,650,1287,812,0.63,0.67241,546,0.424242424,
00.32.51,649,568,1217,671,0.55,0.64829,435,0.357436319,
00.32.52,481,403,884,533,0.6,0.60038,320,0.36199095,
00.32.53,445,368,813,504,0.62,0.57738,291,0.357933579,
00.32.54,782,669,1451,827,0.57,0.526,435,0.299793246,
00.32.55,1444,1278,2722,1598,0.59,0.50563,808,0.296840558,
00.32.56,909,1011,1920,931,0.48,0.5188,483,0.2515625,
00.32.57,161,154,315,169,0.54,0.57396,97,0.307936508,
00.32.58,475,401,876,596,0.68,0.56879,339,0.386986301,
00.32.59,509,504,1013,637,0.63,0.72057,459,0.453109576,
00.32.60,339,317,656,398,0.61,0.68342,272,0.414634146,
00.32.61,790,769,1559,934,0.6,0.53961,504,0.323284157,
00.32.62,729,682,1411,780,0.55,0.57564,449,0.318214033,
00.32.63,671,642,1313,817,0.62,0.62301,509,0.387661843,
00.32.64,520,533,1053,609,0.58,0.66667,406,0.385565052,
00.32.65,214,230,444,256,0.58,0.69141,177,0.398648649,
00.32.66,616,548,1164,740,0.64,0.72027,533,0.45790378,
00.32.67,770,710,1480,854,0.58,0.637,544,0.367567568,
00.32.68,406,404,810,504,0.62,0.52579,265,0.327160494,
00.32.69,569,588,1157,650,0.56,0.57692,375,0.324114088,
00.32.70,450,377,827,498,0.6,0.55823,278,0.336154776,
00.32.71,1057,1132,2189,1396,0.64,0.64327,898,0.410232983,
00.32.72,258,310,568,404,0.71,0.64356,260,0.457746479,
00.32.73,525,468,993,625,0.63,0.4944,309,0.311178248,
00.32.74,423,452,875,562,0.64,0.61388,345,0.394285714,
00.32.75,638,603,1241,737,0.59,0.72592,535,0.431103948,
00.32.76,223,246,469,305,0.65,0.68525,209,0.445628998,
00.32.77,693,697,1390,877,0.63,0.78563,689,0.495683453,
00.32.78,732,731,1463,879,0.6,0.59499,523,0.357484621,
00.32.79,748,736,1484,921,0.62,0.5798,534,0.359838275,
00.32.80,869,940,1809,1070,0.59,0.5729,613,0.338861249,
00.32.81,186,183,369,232,0.63,0.60345,140,0.379403794,
00.32.82,543,566,1109,633,0.57,0.54818,347,0.3128945,
00.32.83,760,730,1490,756,0.51,0.58995,446,0.299328859,
00.32.84,651,643,1294,881,0.68,0.6118,539,0.416537867,
00.32.85,162,161,323,253,0.78,0.52569,133,0.411764706,
00.32.86,88,87,175,112,0.64,0.61607,69,0.394285714,
00.32.87,102,107,209,156,0.75,0.62179,97,0.464114833,
00.32.88,218,208,426,305,0.72,0.57049,174,0.408450704,
00.32.89,139,146,285,216,0.76,0.46759,101,0.354385965,
00.32.90,487,441,928,467,0.5,0.59957,280,0.301724138,
00.32.91,448,507,955,509,0.53,0.55599,283,0.296335079,
00.32.92,521,518,1039,600,0.58,0.56667,340,0.327237729,
00.32.93,716,685,1401,766,0.55,0.70757,542,0.386866524,
00.32.94,365,325,690,382,0.55,0.57592,220,0.31884058,
00.32.95,723,658,1381,940,0.68,0.53404,502,0.363504707,
00.33.01,756,669,1425,933,0.65,0.59914,559,0.392280702,
00.33.02,694,641,1335,830,0.62,0.56988,473,0.354307116,
00.33.03,759,708,1467,861,0.59,0.54355,468,0.319018405,
00.33.04,926,785,1711,948,0.55,0.54641,518,0.302746932,
00.33.05,589,505,1094,619,0.57,0.53312,330,0.301645338,
00.33.06,961,953,1914,1112,0.58,0.57734,642,0.335423197,
00.33.07,451,522,973,605,0.62,0.66116,400,0.411099692,
00.33.08,615,644,1259,770,0.61,0.53766,414,0.328832407,
00.33.09,205,252,457,305,0.67,0.51803,158,0.345733042,
00.33.10,504,518,1022,726,0.71,0.68457,497,0.48630137,
00.33.11,105,101,206,122,0.59,0.77049,94,0.45631068,
00.33.12,556,612,1168,781,0.67,0.73624,575,0.492294521,
00.33.13,429,421,850,588,0.69,0.62245,366,0.430588235,
00.33.14,614,660,1274,780,0.61,0.62692,489,0.383830455,
00.33.15,355,409,764,502,0.66,0.69124,347,0.454188482,
00.33.16,398,393,791,511,0.65,0.60274,308,0.389380531,
00.33.17,229,225,454,278,0.61,0.43525,121,0.266519824,
00.33.18,761,667,1428,924,0.65,0.56494,522,0.365546218,
00.33.19,1168,1210,2378,1373,0.58,0.64822,890,0.374264087,
00.33.20,610,612,1222,760,0.62,0.58026,441,0.360883797,
00.33.21,421,432,853,527,0.62,0.537,283,0.331770223,
00.33.22,206,224,430,278,0.65,0.65827,183,0.425581395,
00.33.23,256,222,478,270,0.56,0.68889,186,0.389121339,
00.33.24,127,112,239,132,0.55,0.64394,85,0.355648536,
00.33.25,915,873,1788,1099,0.61,0.57234,629,0.351789709,
00.33.26,510,588,1098,681,0.62,0.6094,415,0.377959927,
00.33.27,715,782,1497,845,0.56,0.6568,555,0.370741483,
00.33.28,701,767,1468,831,0.57,0.6065,504,0.343324251,
00.33.29,720,732,1452,914,0.63,0.63457,580,0.399449036,
00.33.30,454,472,926,662,0.71,0.65408,433,0.467602592,
00.33.31,799,816,1615,987,0.61,0.58156,574,0.355417957,
00.33.32,162,154,316,197,0.62,0.73096,144,0.455696203,
00.33.33,106,113,219,150,0.68,0.76667,115,0.525114155,
00.33.34,808,701,1509,879,0.58,0.6678,587,0.388999337,
00.33.35,67,65,132,107,0.81,0.52336,56,0.424242424,
00.35.01,1166,1156,2322,1313,0.57,0.47753,627,0.27002584,
00.35.02,1305,1150,2455,1491,0.61,0.55265,824,0.335641548,
00.35.03,740,623,1363,763,0.56,0.5308,405,0.297138665,
00.35.04,1017,974,1991,1091,0.55,0.49129,536,0.269211452,
00.35.05,1236,1111,2347,1419,0.6,0.5074,720,0.306774606,
00.35.06,1056,936,1992,1168,0.59,0.46661,545,0.273594378,
00.35.07,1094,915,2009,1216,0.61,0.51563,627,0.31209557,
00.35.08,1109,1044,2153,1312,0.61,0.51829,680,0.315838365,
00.35.09,1092,904,1996,1063,0.53,0.48354,514,0.25751503,
00.35.10,708,656,1364,766,0.56,0.50261,385,0.282258065,
00.35.11,493,423,916,430,0.47,0.52093,224,0.244541485,
00.35.12,312,353,665,406,0.61,0.47044,191,0.287218045,
00.35.13,1157,1160,2317,1241,0.54,0.4448,552,0.238239102,
00.35.14,1188,1111,2299,1328,0.58,0.47816,635,0.276207047,
00.35.15,1140,1021,2161,1200,0.56,0.45,540,0.249884313,
00.35.16,211,255,466,312,0.67,0.51923,162,0.347639485,
00.35.17,433,504,937,622,0.66,0.59968,373,0.398078975,
00.35.18,120,139,259,187,0.72,0.5615,105,0.405405405,
00.35.19,338,358,696,423,0.61,0.61702,261,0.375,
00.35.20,594,539,1133,733,0.65,0.58799,431,0.380406002,
00.35.21,198,208,406,278,0.68,0.54676,152,0.374384236,
00.35.22,530,547,1077,664,0.62,0.60241,400,0.371402043,
00.35.23,859,866,1725,1045,0.61,0.57608,602,0.348985507,
00.35.24,412,411,823,529,0.64,0.65028,344,0.417982989,
00.35.25,234,268,502,318,0.63,0.56289,179,0.356573705,
00.35.26,638,675,1313,842,0.64,0.52138,439,0.334348819,
00.35.27,578,512,1090,665,0.61,0.51429,342,0.313761468,
00.35.28,484,486,970,616,0.64,0.59091,364,0.375257732,
00.35.29,391,413,804,526,0.65,0.61977,326,0.405472637,
00.35.30,825,824,1649,1010,0.61,0.54752,553,0.33535476,
00.35.31,395,383,778,418,0.54,0.62679,262,0.336760925,
00.35.32,217,216,433,283,0.65,0.55477,157,0.362586605,
00.35.33,207,214,421,292,0.69,0.59247,173,0.410926366,
00.35.34,32,32,64,53,0.83,0.60377,32,0.5,
00.35.35,58,75,133,104,0.78,0.57692,60,0.45112782,
00.35.36,1178,1090,2268,1251,0.55,0.47002,588,0.259259259,
00.35.37,464,488,952,517,0.54,0.47776,247,0.259453782,
00.35.38,306,319,625,386,0.62,0.62953,243,0.3888,
00.36.01,989,763,1752,1016,0.58,0.57776,587,0.335045662,
00.36.02,567,472,1039,565,0.54,0.55929,316,0.304138595,
00.36.03,1119,843,1962,1227,0.63,0.59169,726,0.370030581,
00.36.04,894,754,1648,942,0.57,0.59979,565,0.342839806,
00.36.05,944,754,1698,1054,0.62,0.59203,624,0.367491166,
00.36.06,946,819,1765,994,0.56,0.52515,522,0.295750708,
00.36.07,598,427,1025,593,0.58,0.56661,336,0.327804878,
00.36.08,420,399,819,434,0.53,0.5,217,0.264957265,
00.36.09,884,819,1703,1002,0.59,0.68563,687,0.403405755,
00.36.10,531,466,997,622,0.62,0.67363,419,0.420260782,
00.36.11,630,514,1144,696,0.61,0.63793,444,0.388111888,
00.36.12,161,176,337,215,0.64,0.68372,147,0.43620178,
00.36.13,872,761,1633,1067,0.65,0.64386,687,0.420698102,
00.36.14,168,177,345,205,0.59,0.7122,146,0.423188406,
00.36.15,699,617,1316,841,0.64,0.73127,615,0.467325228,
00.36.16,330,330,660,385,0.58,0.60779,234,0.354545455,
00.36.17,256,270,526,217,0.41,0.8894,193,0.366920152,
00.36.18,820,836,1656,1090,0.66,0.57523,627,0.378623188,
00.36.19,583,520,1103,722,0.65,0.62465,451,0.408884859,
00.36.20,721,668,1389,909,0.65,0.56216,511,0.367890569,
00.36.21,337,305,642,432,0.67,0.52778,228,0.355140187,
00.36.22,343,315,658,442,0.67,0.60633,268,0.407294833,
00.36.23,348,296,644,260,0.4,0.80769,210,0.326086957,
00.36.24,91,91,182,74,0.41,0.75676,56,0.307692308,
00.37.01,1220,949,2169,1357,0.63,0.54458,739,0.340710005,
00.37.02,1334,1126,2460,1479,0.6,0.68019,1006,0.408943089,
00.37.03,638,521,1159,798,0.69,0.57393,458,0.395168248,
00.37.04,1252,1075,2327,1387,0.6,0.58688,814,0.349806618,
00.37.05,625,524,1149,662,0.58,0.56798,376,0.327241079,
00.37.06,552,481,1033,661,0.64,0.53707,355,0.343659245,
00.37.07,355,318,673,403,0.6,0.65757,265,0.393759287,
00.37.08,1169,1023,2192,1465,0.67,0.52355,767,0.349908759,
00.37.09,601,619,1220,810,0.66,0.42716,346,0.283606557,
00.37.10,1092,909,2001,1194,0.6,0.48325,577,0.288355822,
00.37.11,178,145,323,211,0.65,0.8436,178,0.551083591,
00.37.12,644,713,1357,933,0.69,0.59486,555,0.40899042,
00.37.13,240,235,475,335,0.71,0.6209,208,0.437894737,
00.37.14,521,528,1049,719,0.69,0.63421,456,0.434699714,
00.37.15,330,353,683,471,0.69,0.62208,293,0.428989751,
00.37.16,667,675,1342,906,0.68,0.55629,504,0.375558867,
00.37.17,490,492,982,688,0.7,0.61773,425,0.432790224,
00.37.18,554,434,988,574,0.58,0.87282,501,0.50708502,
00.37.19,244,190,434,298,0.69,0.97651,291,0.670506912,
00.37.20,346,362,708,465,0.66,0.53548,249,0.351694915,
00.37.21,773,712,1485,818,0.55,0.73716,603,0.406060606,
00.37.22,789,822,1611,1116,0.69,0.56093,626,0.388578523,
00.37.23,390,414,804,553,0.69,0.56962,315,0.391791045,
00.37.24,679,500,1179,633,0.54,0.88626,561,0.475826972,
00.37.25,705,612,1317,795,0.6,0.51447,409,0.31055429,
00.37.26,218,156,374,208,0.56,0.96635,201,0.537433155,
00.37.27,611,567,1178,835,0.71,0.93772,783,0.664685908,
00.37.28,401,462,863,521,0.6,0.50864,265,0.307068366,
00.38.01,874,772,1646,1135,0.69,0.70661,802,0.487241798,
00.38.02,666,512,1178,766,0.65,0.72846,558,0.473684211,
00.38.03,689,729,1418,1068,0.75,0.53464,571,0.402679831,
00.38.04,416,450,866,634,0.73,0.69243,439,0.506928406,
00.38.05,478,532,1010,690,0.68,0.80145,553,0.547524752,
00.38.06,786,813,1599,1041,0.65,0.73103,761,0.475922452,
00.38.07,392,435,827,530,0.64,0.63962,339,0.409915357,
00.38.08,408,465,873,525,0.6,0.64,336,0.384879725,
00.38.09,339,355,694,446,0.64,0.6435,287,0.413544669,
00.38.10,221,229,450,273,0.61,0.60073,164,0.364444444,
00.38.11,132,122,254,212,0.83,0.82547,175,0.688976378,
00.38.12,693,662,1355,998,0.74,0.58216,581,0.428782288,
00.38.13,178,209,387,274,0.71,0.70438,193,0.49870801,
00.38.14,364,432,796,540,0.68,0.63889,345,0.433417085,
00.38.15,370,380,750,505,0.67,0.68911,348,0.464,
00.38.16,642,673,1315,951,0.72,0.57098,543,0.412927757,
00.39.01,785,684,1469,1014,0.69,0.68146,691,0.470388019,
00.39.02,133,137,270,204,0.76,0.76961,157,0.581481481,
00.39.03,202,222,424,312,0.74,0.67949,212,0.5,
00.39.04,630,483,1113,636,0.57,0.95283,606,0.544474394,
00.39.05,30,40,70,63,0.9,0.74603,47,0.671428571,
00.39.06,43,49,92,66,0.72,0.72727,48,0.52173913,
00.39.07,144,157,301,217,0.72,0.70046,152,0.504983389,
00.39.08,226,253,479,351,0.73,0.67806,238,0.496868476,
00.39.09,215,240,455,352,0.77,0.56534,199,0.437362637,
00.39.10,139,163,302,254,0.84,0.59055,150,0.496688742,
00.39.11,106,105,211,141,0.67,0.75177,106,0.502369668,
00.39.12,144,148,292,216,0.74,0.79167,171,0.585616438,
00.39.13,60,59,119,102,0.86,0.62745,64,0.537815126,
00.39.14,58,69,127,97,0.76,0.65979,64,0.503937008,
00.39.15,176,179,355,285,0.8,0.64211,183,0.515492958,
00.39.16,213,233,446,346,0.78,0.65029,225,0.504484305,
00.39.17,122,110,232,145,0.63,0.66207,96,0.413793103,
00.39.18,191,198,389,304,0.78,0.77632,236,0.606683805,
00.39.19,131,158,289,221,0.76,0.76018,168,0.581314879,
00.39.20,267,295,562,383,0.68,0.55614,213,0.379003559,
00.39.21,71,100,171,138,0.81,0.55797,77,0.450292398,
00.39.22,110,142,252,195,0.77,0.61538,120,0.476190476,
00.39.23,723,628,1351,1039,0.77,0.69779,725,0.536639526,
00.40.01,1654,1356,3010,1327,0.44,0.86511,1148,0.381395349,
00.40.02,1191,932,2123,918,0.43,0.83769,769,0.362223269,
00.40.03,507,469,976,600,0.61,0.935,561,0.574795082,
00.40.04,224,170,394,190,0.48,0.79474,151,0.383248731,
00.40.05,208,167,375,199,0.53,0.95477,190,0.506666667,
00.40.06,139,129,268,123,0.46,0.84553,104,0.388059701,
00.40.07,283,251,534,312,0.58,0.90385,282,0.528089888,
00.40.08,245,218,463,286,0.62,0.81818,234,0.505399568,
00.40.09,164,164,328,197,0.6,0.84772,167,0.509146341,
00.40.10,396,298,694,330,0.48,0.86667,286,0.412103746,
00.40.11,346,229,575,280,0.49,0.925,259,0.450434783,
00.40.12,227,183,410,261,0.64,0.95785,250,0.609756098,
00.40.13,319,189,508,212,0.42,0.91038,193,0.37992126,
00.40.14,367,306,673,425,0.63,0.86824,369,0.548291233,
00.40.15,431,382,813,583,0.72,0.93825,547,0.672816728,
00.40.16,348,327,675,221,0.33,0.9276,205,0.303703704,
00.40.17,136,132,268,221,0.82,0.8914,197,0.735074627,
00.40.18,127,121,248,190,0.77,0.94737,180,0.725806452,
00.40.19,136,144,280,176,0.63,0.65341,115,0.410714286,
00.40.20,42,54,96,80,0.83,0.7875,63,0.65625,
00.40.21,1007,816,1823,911,0.5,0.94731,863,0.473395502,
00.40.22,714,564,1278,478,0.37,0.87657,419,0.327856025,
00.40.23,235,205,440,242,0.55,0.83471,202,0.459090909,
00.40.24,167,153,320,196,0.61,0.85714,168,0.525,
00.40.25,187,143,330,198,0.6,0.93939,186,0.563636364,
00.40.26,205,198,403,269,0.67,0.89963,242,0.600496278,
00.40.27,221,162,383,267,0.7,0.97004,259,0.676240209,
00.40.28,409,316,725,409,0.56,0.9291,380,0.524137931,
00.40.29,284,245,529,336,0.64,0.92262,310,0.586011342,
00.40.30,54,42,96,61,0.64,0.83607,51,0.53125,
00.40.31,683,493,1176,826,0.7,0.94552,781,0.664115646,
00.40.32,538,390,928,546,0.59,0.94872,518,0.558189655,
00.40.33,260,224,484,351,0.73,0.92308,324,0.669421488,
00.40.34,395,332,727,439,0.6,0.90888,399,0.548830812,
00.40.35,72,53,125,97,0.78,0.96907,94,0.752,
00.40.36,335,289,624,376,0.6,0.67819,255,0.408653846,
00.40.37,26,21,47,33,0.7,0.69697,23,0.489361702,
00.40.38,190,203,393,293,0.75,0.66894,196,0.498727735,
00.40.39,183,168,351,186,0.53,0.77419,144,0.41025641,
00.40.40,233,209,442,169,0.38,0.90533,153,0.346153846,
00.40.41,175,159,334,164,0.49,0.95122,156,0.467065868,
00.40.42,373,386,759,468,0.62,0.84402,395,0.520421607,
00.40.43,80,75,155,77,0.5,0.85714,66,0.425806452,
00.40.44,51,37,88,61,0.69,0.88525,54,0.613636364,
00.40.45,886,686,1572,902,0.57,0.94013,848,0.539440204,
00.40.46,155,145,300,247,0.82,0.8664,214,0.713333333,
00.40.47,192,218,410,249,0.61,0.58635,146,0.356097561,
