Alias,Women Count,Men Count,Total Voters,Turnout,Perc Turnout,GD Share of the turnout,GD vote count,GD share of the perc turnout,
00.08.18,964,742,1706,1073,0.63,0.44921,482,0.282532239,
00.08.19,922,693,1615,1079,0.67,0.45042,486,0.300928793,
00.08.20,1003,734,1737,1210,0.7,0.42066,509,0.293033967,
00.08.21,650,444,1094,711,0.65,0.44444,316,0.288848263,
00.08.22,879,619,1498,1031,0.69,0.39379,406,0.271028037,
00.08.23,780,556,1336,904,0.68,0.40044,362,0.270958084,
00.08.24,777,514,1291,882,0.68,0.39456,348,0.269558482,
00.08.25,650,460,1110,745,0.67,0.46309,345,0.310810811,
00.08.26,1324,958,2282,1538,0.67,0.42913,660,0.289219982,
00.08.27,1327,970,2297,1547,0.67,0.3969,614,0.267305181,
00.08.28,693,453,1146,813,0.71,0.43419,353,0.308027923,
00.08.29,1008,702,1710,1175,0.69,0.4034,474,0.277192982,
00.08.30,1042,695,1737,1187,0.68,0.39511,469,0.270005757,
00.08.31,738,563,1301,863,0.66,0.41831,361,0.277478862,
00.08.32,1343,883,2226,1524,0.68,0.41864,638,0.286612758,
00.08.33,456,353,809,631,0.78,0.47068,297,0.367119901,
00.08.34,670,469,1139,820,0.72,0.38049,312,0.273924495,
00.08.35,1328,948,2276,1504,0.66,0.46809,704,0.309314587,
00.08.36,678,450,1128,824,0.73,0.46359,382,0.338652482,
00.08.37,828,576,1404,940,0.67,0.41596,391,0.278490028,
00.08.38,1346,947,2293,1544,0.67,0.43394,670,0.292193633,
00.08.39,1062,811,1873,1246,0.67,0.33788,421,0.224773091,
00.08.40,986,765,1751,1118,0.64,0.4195,469,0.267846945,
00.09.01,1441,1264,2705,1253,0.46,0.56504,708,0.261737523,
00.09.02,1380,1179,2559,1467,0.57,0.48057,705,0.275498242,
00.09.03,1443,1167,2610,1492,0.57,0.46448,693,0.265517241,
00.09.04,1586,1243,2829,1579,0.56,0.47182,745,0.263343938,
00.09.05,1317,1171,2488,1315,0.53,0.40456,532,0.213826367,
00.09.06,712,601,1313,750,0.57,0.42933,322,0.245239909,
00.09.07,791,690,1481,955,0.64,0.47016,449,0.303173531,
00.09.08,794,618,1412,909,0.64,0.48295,439,0.310906516,
00.09.09,824,672,1496,858,0.57,0.47319,406,0.271390374,
00.09.10,866,615,1481,861,0.58,0.4158,358,0.241728562,
00.09.11,825,685,1510,880,0.58,0.43295,381,0.252317881,
00.09.12,825,591,1416,864,0.61,0.4375,378,0.266949153,
00.09.13,874,611,1485,925,0.62,0.4573,423,0.284848485,
00.09.14,833,634,1467,991,0.68,0.46519,461,0.314246762,
00.09.15,811,636,1447,941,0.65,0.54516,513,0.354526607,
00.09.16,848,584,1432,923,0.64,0.46154,426,0.297486034,
00.09.17,654,478,1132,773,0.68,0.43596,337,0.29770318,
00.09.18,751,657,1408,864,0.61,0.47222,408,0.289772727,
00.09.19,762,553,1315,778,0.59,0.46015,358,0.272243346,
00.09.20,733,569,1302,864,0.66,0.42824,370,0.284178187,
00.09.21,753,594,1347,773,0.57,0.49159,380,0.282108389,
00.09.22,1261,1015,2276,1368,0.6,0.40058,548,0.240773286,
00.09.23,696,524,1220,709,0.58,0.39915,283,0.231967213,
00.09.24,779,630,1409,853,0.61,0.45604,389,0.276082328,
00.09.25,784,611,1395,746,0.53,0.43432,324,0.232258065,
00.09.26,764,600,1364,854,0.63,0.42272,361,0.264662757,
00.09.27,750,538,1288,765,0.59,0.39739,304,0.236024845,
00.09.28,703,517,1220,758,0.62,0.43404,329,0.269672131,
00.09.29,1622,1321,2943,1437,0.49,0.42937,617,0.209650017,
00.09.30,797,658,1455,809,0.56,0.4623,374,0.257044674,
00.09.31,637,473,1110,673,0.61,0.40267,271,0.244144144,
00.09.32,817,611,1428,831,0.58,0.4272,355,0.24859944,
00.09.33,854,635,1489,870,0.58,0.42989,374,0.251175285,
00.09.34,780,649,1429,810,0.57,0.45802,371,0.259622113,
00.09.35,844,676,1520,833,0.55,0.43457,362,0.238157895,
00.09.36,885,750,1635,929,0.57,0.43595,405,0.247706422,
00.09.37,799,567,1366,824,0.6,0.45388,374,0.273792094,
00.09.38,1915,1326,3241,1999,0.62,0.37619,752,0.232027152,
00.09.39,1477,1141,2618,1512,0.58,0.43981,665,0.254010695,
00.09.40,720,554,1274,747,0.59,0.42436,317,0.248822606,
00.09.41,573,474,1047,540,0.52,0.44444,240,0.229226361,
00.09.42,722,572,1294,838,0.65,0.4642,389,0.300618238,
00.09.43,751,523,1274,848,0.67,0.47288,401,0.314756672,
00.09.44,795,596,1391,860,0.62,0.40233,346,0.248741912,
00.09.45,838,636,1474,968,0.66,0.41322,400,0.271370421,
00.09.46,843,637,1480,968,0.65,0.45868,444,0.3,
00.09.47,820,651,1471,872,0.59,0.38073,332,0.225696805,
00.09.48,828,658,1486,876,0.59,0.46575,408,0.274562584,
00.09.49,704,566,1270,772,0.61,0.49611,383,0.301574803,
00.09.50,707,541,1248,780,0.63,0.40513,316,0.253205128,
00.09.51,823,607,1430,873,0.61,0.36541,319,0.223076923,
00.09.52,1458,976,2434,1543,0.63,0.38432,593,0.243631882,
00.09.53,612,513,1125,609,0.54,0.41051,250,0.222222222,
00.09.54,716,580,1296,856,0.66,0.41121,352,0.271604938,
00.09.55,821,625,1446,849,0.59,0.42756,363,0.251037344,
00.09.56,1477,1043,2520,1408,0.56,0.38636,544,0.215873016,
00.09.57,830,670,1500,875,0.58,0.39657,347,0.231333333,
00.09.58,837,665,1502,928,0.62,0.38793,360,0.239680426,
00.09.59,1498,1235,2733,1644,0.6,0.38625,635,0.232345408,
00.09.60,741,671,1412,813,0.58,0.43419,353,0.25,
00.09.61,885,658,1543,1000,0.65,0.339,339,0.219701879,
00.09.62,745,543,1288,759,0.59,0.37681,286,0.222049689,
00.09.63,826,614,1440,860,0.6,0.36628,315,0.21875,
00.09.64,791,627,1418,733,0.52,0.39836,292,0.205923836,
00.09.65,828,639,1467,970,0.66,0.42062,408,0.278118609,
00.09.66,790,581,1371,782,0.57,0.38747,303,0.221006565,
00.09.67,798,596,1394,865,0.62,0.4185,362,0.259684362,
00.09.68,890,645,1535,869,0.57,0.41312,359,0.233876221,
00.09.69,865,693,1558,948,0.61,0.39768,377,0.241976893,
00.09.70,796,588,1384,819,0.59,0.40904,335,0.242052023,
00.09.71,836,612,1448,882,0.61,0.34807,307,0.212016575,
00.09.72,1442,1114,2556,1401,0.55,0.36188,507,0.198356808,
00.09.73,948,672,1620,925,0.57,0.39459,365,0.225308642,
00.09.74,773,576,1349,832,0.62,0.375,312,0.231282431,
00.09.75,785,539,1324,770,0.58,0.44156,340,0.256797583,
00.09.76,966,802,1768,1035,0.59,0.38454,398,0.225113122,
00.09.77,1460,1064,2524,1509,0.6,0.39894,602,0.238510301,
00.09.78,1350,1024,2374,1420,0.6,0.44718,635,0.267481045,
00.09.79,1532,1122,2654,1480,0.56,0.42297,626,0.235870384,
00.09.80,1477,1061,2538,1484,0.58,0.43329,643,0.253349094,
00.09.81,1433,1181,2614,1514,0.58,0.40951,620,0.237184392,
00.10.01,941,707,1648,988,0.6,0.4504,445,0.270024272,
00.10.02,875,734,1609,895,0.56,0.42235,378,0.234928527,
00.10.03,877,676,1553,847,0.55,0.44038,373,0.240180296,
00.10.04,1209,1046,2255,1267,0.56,0.4562,578,0.25631929,
00.10.05,823,719,1542,889,0.58,0.41957,373,0.241893645,
00.10.06,1662,1344,3006,1682,0.56,0.42152,709,0.23586161,
00.10.07,1514,1191,2705,1460,0.54,0.4089,597,0.220702403,
00.10.08,1564,1312,2876,1558,0.54,0.45571,710,0.246870654,
00.10.09,1745,1359,3104,1743,0.56,0.43775,763,0.245811856,
00.10.10,834,618,1452,912,0.63,0.39254,358,0.246556474,
00.10.11,716,581,1297,819,0.63,0.47131,386,0.297609869,
00.10.12,752,568,1320,734,0.56,0.4564,335,0.253787879,
00.10.13,724,567,1291,770,0.6,0.48701,375,0.290472502,
00.10.14,398,333,731,408,0.56,0.48039,196,0.268125855,
00.10.15,1214,937,2151,1274,0.59,0.44349,565,0.262668526,
00.10.16,1669,1384,3053,1628,0.53,0.45209,736,0.241074353,
00.10.17,1370,1059,2429,1424,0.59,0.41573,592,0.243721696,
00.10.18,1173,1123,2296,1216,0.53,0.45477,553,0.240853659,
00.10.19,1780,1218,2998,1671,0.56,0.39737,664,0.221480987,
00.10.20,972,690,1662,957,0.58,0.3908,374,0.225030084,
00.10.21,1833,1401,3234,1766,0.55,0.36693,648,0.200371058,
00.10.22,866,645,1511,898,0.59,0.40869,367,0.242885506,
00.10.23,1601,1252,2853,1587,0.56,0.38815,616,0.215913074,
00.10.24,728,590,1318,724,0.55,0.38122,276,0.209408194,
00.10.25,842,591,1433,783,0.55,0.41762,327,0.228192603,
00.10.26,722,528,1250,759,0.61,0.49012,372,0.2976,
00.10.27,1477,1119,2596,1362,0.52,0.38987,531,0.204545455,
00.10.28,1458,1096,2554,1486,0.58,0.41117,611,0.239232576,
00.10.29,820,680,1500,861,0.57,0.42509,366,0.244,
00.10.30,1791,1466,3257,1632,0.5,0.39706,648,0.198956095,
00.10.31,1335,1061,2396,1336,0.56,0.41542,555,0.23163606,
00.10.32,672,448,1120,607,0.54,0.38386,233,0.208035714,
00.10.33,1688,1228,2916,1609,0.55,0.37725,607,0.208161866,
00.10.34,1451,1081,2532,1425,0.56,0.38456,548,0.2164297,
00.10.35,852,642,1494,869,0.58,0.36479,317,0.212182062,
00.10.36,795,613,1408,829,0.59,0.34017,282,0.200284091,
00.10.37,1263,890,2153,1254,0.58,0.40271,505,0.234556433,
00.10.38,872,773,1645,972,0.59,0.43621,424,0.25775076,
00.10.39,1135,922,2057,1044,0.51,0.35345,369,0.179387457,
00.10.40,831,844,1675,796,0.48,0.38568,307,0.183283582,
00.10.41,845,659,1504,795,0.53,0.38113,303,0.201462766,
00.10.42,853,688,1541,858,0.56,0.38345,329,0.213497729,
00.10.43,784,559,1343,792,0.59,0.41414,328,0.244229337,
00.10.44,1493,1106,2599,1462,0.56,0.39877,583,0.224317045,
00.10.45,1537,1148,2685,1507,0.56,0.40146,605,0.225325885,
00.10.46,821,657,1478,891,0.6,0.42088,375,0.253721245,
00.10.47,1000,805,1805,1092,0.6,0.41209,450,0.249307479,
00.10.48,865,694,1559,911,0.58,0.3831,349,0.22386145,
00.10.49,765,618,1383,845,0.61,0.35621,301,0.217642805,
00.10.50,869,619,1488,921,0.62,0.45385,418,0.280913978,
00.10.51,1457,1107,2564,1469,0.57,0.39346,578,0.225429017,
00.10.52,1369,1001,2370,1422,0.6,0.40436,575,0.242616034,
00.10.53,1612,1191,2803,1545,0.55,0.36117,558,0.199072422,
00.10.54,1254,973,2227,1284,0.58,0.37461,481,0.215985631,
00.10.55,1066,755,1821,1041,0.57,0.40922,426,0.233937397,
00.10.56,700,531,1231,685,0.56,0.38978,267,0.216896832,
00.10.57,669,499,1168,683,0.58,0.39531,270,0.231164384,
00.10.58,515,450,965,543,0.56,0.45856,249,0.258031088,
00.10.59,714,561,1275,765,0.6,0.38431,294,0.230588235,
00.10.60,1009,667,1676,952,0.57,0.36975,352,0.210023866,
00.10.61,1509,1131,2640,1400,0.53,0.41143,576,0.218181818,
00.10.62,1475,1079,2554,1567,0.61,0.39119,613,0.240015662,
00.10.63,848,616,1464,864,0.59,0.40509,350,0.239071038,
00.10.64,1401,973,2374,1498,0.63,0.39252,588,0.247683235,
00.10.65,1546,1145,2691,1582,0.59,0.36852,583,0.216648086,
00.10.66,875,701,1576,942,0.6,0.3397,320,0.203045685,
00.10.67,1385,1032,2417,1517,0.63,0.35662,541,0.223831196,
00.10.68,712,560,1272,790,0.62,0.39241,310,0.243710692,
00.10.69,1214,914,2128,1198,0.56,0.37479,449,0.210996241,
00.10.70,824,696,1520,914,0.6,0.42451,388,0.255263158,
00.10.71,800,609,1409,829,0.59,0.41496,344,0.244144784,
00.10.72,1461,1118,2579,1574,0.61,0.38882,612,0.23730128,
00.10.73,1302,1036,2338,1404,0.6,0.41595,584,0.249786142,
00.10.74,1361,1097,2458,1365,0.56,0.39487,539,0.219283971,
00.10.75,1824,1463,3287,1837,0.56,0.41807,768,0.233647703,
00.10.76,0,0,0,403,0,0.82134,331,0,
00.10.77,0,0,0,129,0,0.82171,106,0,
00.11.01,975,855,1830,1136,0.62,0.61796,702,0.383606557,
00.11.02,360,325,685,442,0.65,0.60181,266,0.388321168,
00.11.03,1176,1010,2186,1414,0.65,0.60113,850,0.38883806,
00.11.04,899,828,1727,1104,0.64,0.60326,666,0.385639838,
00.11.05,731,665,1396,826,0.59,0.59806,494,0.353868195,
00.11.06,1013,831,1844,984,0.53,0.4939,486,0.263557484,
00.11.07,432,441,873,517,0.59,0.68859,356,0.407789233,
00.11.08,164,176,340,231,0.68,0.63636,147,0.432352941,
00.11.09,272,229,501,380,0.76,0.53158,202,0.403193613,
00.11.10,626,597,1223,716,0.59,0.47626,341,0.278822567,
00.11.11,1135,1112,2247,1342,0.6,0.65723,882,0.392523364,
00.11.12,312,296,608,384,0.63,0.54167,208,0.342105263,
00.11.13,789,756,1545,971,0.63,0.6035,586,0.379288026,
00.11.14,1004,1008,2012,1502,0.75,0.70706,1062,0.527833002,
00.11.15,52,45,97,75,0.77,0.73333,55,0.567010309,
00.11.16,424,383,807,563,0.7,0.65897,371,0.459727385,
00.11.17,1109,1166,2275,1334,0.59,0.6027,804,0.353406593,
00.11.18,374,384,758,541,0.71,0.68207,369,0.486807388,
00.11.19,331,367,698,555,0.8,0.79459,441,0.631805158,
00.11.20,612,589,1201,764,0.64,0.64529,493,0.410491257,
00.11.21,596,637,1233,746,0.61,0.7185,536,0.434712084,
00.11.22,152,177,329,268,0.81,0.82836,222,0.674772036,
00.11.23,420,461,881,604,0.69,0.67053,405,0.459704881,
00.11.24,604,562,1166,895,0.77,0.73296,656,0.562607204,
00.11.25,233,240,473,350,0.74,0.69143,242,0.511627907,
00.11.26,185,192,377,293,0.78,0.72696,213,0.564986737,
00.11.27,328,323,651,449,0.69,0.81069,364,0.559139785,
00.11.28,579,616,1195,344,0.29,0.63372,218,0.182426778,
00.11.29,567,600,1167,356,0.31,0.69382,247,0.211653813,
00.11.30,548,561,1109,457,0.41,0.76805,351,0.316501353,
00.11.31,572,612,1184,445,0.38,0.76629,341,0.288006757,
00.11.32,604,648,1252,547,0.44,0.84461,462,0.369009585,
00.11.33,447,483,930,348,0.37,0.73851,257,0.276344086,
00.11.34,696,754,1450,449,0.31,0.65924,296,0.204137931,
00.11.35,687,758,1445,478,0.33,0.72385,346,0.239446367,
00.11.36,686,735,1421,406,0.29,0.70443,286,0.201266714,
00.11.37,556,562,1118,328,0.29,0.71951,236,0.211091234,
00.11.38,785,818,1603,466,0.29,0.63305,295,0.184029944,
00.11.39,763,796,1559,489,0.31,0.61963,303,0.194355356,
00.11.40,511,564,1075,410,0.38,0.6561,269,0.250232558,
00.12.01,655,521,1176,771,0.66,0.54215,418,0.355442177,
00.12.02,1149,978,2127,1321,0.62,0.5564,735,0.345557123,
00.12.03,1063,896,1959,1209,0.62,0.50951,616,0.314446146,
00.12.04,756,604,1360,815,0.6,0.59877,488,0.358823529,
00.12.05,516,443,959,606,0.63,0.58251,353,0.368091762,
00.12.06,784,748,1532,1035,0.68,0.64928,672,0.438642298,
00.12.07,949,960,1909,1190,0.62,0.6521,776,0.406495547,
00.12.08,1042,1064,2106,1271,0.6,0.63651,809,0.384140551,
00.12.09,702,664,1366,735,0.54,0.51565,379,0.277452416,
00.12.10,686,673,1359,799,0.59,0.5632,450,0.331125828,
00.12.11,440,408,848,626,0.74,0.59744,374,0.441037736,
00.12.12,183,176,359,251,0.7,0.62151,156,0.43454039,
00.12.13,37,42,79,55,0.7,0.6,33,0.417721519,
00.12.14,720,656,1376,884,0.64,0.64027,566,0.411337209,
00.12.15,643,649,1292,758,0.59,0.64248,487,0.376934985,
00.12.16,693,656,1349,827,0.61,0.67594,559,0.414381023,
00.12.17,627,593,1220,784,0.64,0.69643,546,0.447540984,
00.12.18,533,492,1025,639,0.62,0.65102,416,0.405853659,
00.12.19,376,388,764,575,0.75,0.57217,329,0.430628272,
00.12.20,643,672,1315,835,0.63,0.62036,518,0.39391635,
00.12.21,576,537,1113,719,0.65,0.61752,444,0.398921833,
00.12.22,129,111,240,132,0.55,0.85606,113,0.470833333,
00.12.23,1161,1049,2210,1441,0.65,0.65094,938,0.424434389,
00.12.24,535,508,1043,698,0.67,0.61032,426,0.4084372,
00.12.25,766,759,1525,1053,0.69,0.5831,614,0.402622951,
00.12.26,441,498,939,639,0.68,0.67919,434,0.462193823,
00.12.27,690,673,1363,885,0.65,0.63164,559,0.410124725,
00.12.28,716,677,1393,879,0.63,0.62799,552,0.39626705,
00.12.29,481,488,969,691,0.71,0.76845,531,0.547987616,
00.12.30,694,614,1308,907,0.69,0.58875,534,0.408256881,
00.12.31,499,488,987,648,0.66,0.66667,432,0.43768997,
00.12.32,606,580,1186,737,0.62,0.63908,471,0.397133221,
00.12.33,642,644,1286,738,0.57,0.58672,433,0.336702955,
00.12.34,521,527,1048,627,0.6,0.6236,391,0.373091603,
00.12.35,375,367,742,524,0.71,0.56489,296,0.398921833,
00.12.36,517,514,1031,733,0.71,0.7176,526,0.510184287,
00.12.37,589,522,1111,759,0.68,0.53887,409,0.368136814,
00.12.38,378,356,734,536,0.73,0.58769,315,0.429155313,
00.12.39,320,305,625,439,0.7,0.57859,254,0.4064,
00.12.40,560,546,1106,716,0.65,0.67318,482,0.435804702,
00.12.41,221,216,437,331,0.76,0.69184,229,0.52402746,
00.12.42,553,584,1137,882,0.78,0.72449,639,0.562005277,
00.12.43,215,239,454,346,0.76,0.71387,247,0.544052863,
00.12.44,190,193,383,294,0.77,0.65306,192,0.501305483,
00.13.01,861,733,1594,1048,0.66,0.53435,560,0.35131744,
00.13.02,901,896,1797,1054,0.59,0.61954,653,0.363383417,
00.13.03,896,904,1800,1208,0.67,0.625,755,0.419444444,
00.13.04,482,501,983,562,0.57,0.59075,332,0.337741607,
00.13.05,1049,953,2002,1202,0.6,0.57404,690,0.344655345,
00.13.06,993,884,1877,1051,0.56,0.6156,647,0.344698988,
00.13.07,632,567,1199,757,0.63,0.59313,449,0.374478732,
00.13.08,630,604,1234,792,0.64,0.58081,460,0.372771475,
00.13.09,625,611,1236,763,0.62,0.57798,441,0.356796117,
00.13.10,651,624,1275,811,0.64,0.63748,517,0.405490196,
00.13.11,975,958,1933,1319,0.68,0.62244,821,0.424728401,
00.13.12,115,125,240,160,0.67,0.63125,101,0.420833333,
00.13.13,852,779,1631,1074,0.66,0.60428,649,0.397915389,
00.13.14,350,334,684,424,0.62,0.57311,243,0.355263158,
00.13.15,157,142,299,213,0.71,0.83568,178,0.595317726,
00.13.16,107,83,190,170,0.89,0.61176,104,0.547368421,
00.13.17,380,400,780,573,0.73,0.71379,409,0.524358974,
00.13.18,307,262,569,398,0.7,0.72362,288,0.506151142,
00.13.19,750,667,1417,1032,0.73,0.59593,615,0.434015526,
00.13.20,325,285,610,444,0.73,0.64189,285,0.467213115,
00.13.21,276,212,488,357,0.73,0.73389,262,0.536885246,
00.13.22,128,110,238,171,0.72,0.64327,110,0.462184874,
00.13.23,683,705,1388,966,0.7,0.7381,713,0.513688761,
00.13.24,263,233,496,340,0.69,0.63235,215,0.433467742,
00.13.25,956,1033,1989,1213,0.61,0.67519,819,0.411764706,
00.14.01,716,553,1269,774,0.61,0.62403,483,0.380614657,
00.14.02,1149,964,2113,1263,0.6,0.64608,816,0.386180786,
00.14.03,665,563,1228,809,0.66,0.67367,545,0.443811075,
00.14.04,631,561,1192,744,0.62,0.63172,470,0.394295302,
00.14.05,421,425,846,583,0.69,0.58662,342,0.404255319,
00.14.06,457,437,894,609,0.68,0.55172,336,0.375838926,
00.14.07,239,191,430,334,0.78,0.77844,260,0.604651163,
00.14.08,536,510,1046,686,0.66,0.62536,429,0.410133843,
00.14.09,421,394,815,569,0.7,0.66432,378,0.463803681,
00.14.10,528,485,1013,559,0.55,0.66726,373,0.368213228,
00.14.11,996,861,1857,1072,0.58,0.7584,813,0.437802908,
00.14.12,874,811,1685,1122,0.67,0.6738,756,0.448664688,
00.14.13,477,489,966,518,0.54,0.66988,347,0.359213251,
00.14.14,428,379,807,437,0.54,0.62014,271,0.335811648,
00.14.15,491,486,977,558,0.57,0.65591,366,0.374616172,
00.14.16,255,277,532,301,0.57,0.701,211,0.396616541,
00.14.17,363,406,769,445,0.58,0.77753,346,0.44993498,
00.14.18,527,559,1086,616,0.57,0.5763,355,0.326887661,
00.14.19,235,248,483,327,0.68,0.66361,217,0.449275362,
00.14.20,171,173,344,247,0.72,0.90688,224,0.651162791,
00.15.01,752,649,1401,826,0.59,0.67797,560,0.39971449,
00.15.02,729,560,1289,776,0.6,0.56701,440,0.341349884,
00.15.03,357,342,699,493,0.71,0.61866,305,0.436337625,
00.15.04,898,849,1747,1037,0.59,0.59499,617,0.353176875,
00.15.05,922,960,1882,1084,0.58,0.51107,554,0.294367694,
00.15.06,877,870,1747,1115,0.64,0.59731,666,0.381224957,
00.15.07,366,360,726,477,0.66,0.59539,284,0.391184573,
00.15.08,631,591,1222,846,0.69,0.6253,529,0.43289689,
00.15.09,412,407,819,425,0.52,0.61412,261,0.318681319,
00.15.10,255,259,514,340,0.66,0.67353,229,0.445525292,
00.15.11,468,547,1015,647,0.64,0.66924,433,0.426600985,
00.15.12,1272,1344,2616,1504,0.57,0.64827,975,0.372706422,
00.15.13,689,725,1414,876,0.62,0.57648,505,0.357142857,
00.15.14,338,341,679,440,0.65,0.58182,256,0.377025037,
00.15.15,839,839,1678,475,0.28,0.70105,333,0.198450536,
00.15.16,1189,1279,2468,960,0.39,0.69583,668,0.270664506,
00.15.17,974,953,1927,673,0.35,0.70282,473,0.245459263,
00.15.18,1115,1067,2182,635,0.29,0.72126,458,0.209899175,
00.15.19,720,694,1414,538,0.38,0.671,361,0.255304102,
00.15.20,153,163,316,172,0.54,0.86628,149,0.471518987,
00.15.21,416,388,804,558,0.69,0.66487,371,0.461442786,
00.15.22,760,815,1575,972,0.62,0.60288,586,0.372063492,
00.15.23,662,656,1318,878,0.67,0.63554,558,0.423368741,
00.15.24,252,221,473,346,0.73,0.54913,190,0.401691332,
00.15.25,346,399,745,493,0.66,0.70791,349,0.468456376,
00.15.26,363,354,717,466,0.65,0.69957,326,0.454672245,
00.15.27,400,441,841,544,0.65,0.58456,318,0.378121284,
00.15.28,421,472,893,593,0.66,0.61214,363,0.406494961,
00.15.29,200,195,395,254,0.64,0.65748,167,0.42278481,
00.15.30,695,596,1291,773,0.6,0.53558,414,0.320681642,
00.15.31,848,694,1542,914,0.59,0.5186,474,0.307392996,
00.16.01,655,612,1267,799,0.63,0.48561,388,0.306235201,
00.16.02,659,621,1280,835,0.65,0.5988,500,0.390625,
00.16.03,592,547,1139,724,0.64,0.49448,358,0.314310799,
00.16.04,670,590,1260,825,0.65,0.53212,439,0.348412698,
00.16.05,630,556,1186,765,0.65,0.51634,395,0.333052277,
00.16.06,726,605,1331,765,0.57,0.44706,342,0.256949662,
00.16.07,339,336,675,449,0.67,0.6147,276,0.408888889,
00.16.08,331,309,640,413,0.65,0.75787,313,0.4890625,
00.16.09,716,704,1420,861,0.61,0.54472,469,0.33028169,
00.16.10,727,701,1428,837,0.59,0.6583,551,0.385854342,
00.16.11,592,596,1188,680,0.57,0.56912,387,0.325757576,
00.16.12,147,123,270,249,0.92,0.82329,205,0.759259259,
00.16.13,214,103,317,188,0.59,0.74468,140,0.441640379,
00.16.14,134,149,283,184,0.65,0.5163,95,0.335689046,
00.16.15,870,890,1760,1056,0.6,0.41098,434,0.246590909,
00.16.16,232,186,418,318,0.76,0.92767,295,0.705741627,
00.16.17,188,169,357,183,0.51,0.56831,104,0.291316527,
00.16.18,220,216,436,300,0.69,0.61,183,0.419724771,
00.16.19,385,387,772,461,0.6,0.56182,259,0.335492228,
00.16.20,720,759,1479,964,0.65,0.5778,557,0.376605815,
00.16.21,508,511,1019,700,0.69,0.65857,461,0.452404318,
00.16.22,699,643,1342,800,0.6,0.56125,449,0.334575261,
00.16.23,562,574,1136,716,0.63,0.53073,380,0.334507042,
00.16.24,555,593,1148,742,0.65,0.54582,405,0.352787456,
00.16.25,626,623,1249,823,0.66,0.56987,469,0.3755004,
00.16.26,530,537,1067,654,0.61,0.56881,372,0.34864105,
00.16.27,218,231,449,277,0.62,0.54874,152,0.338530067,
00.16.28,358,382,740,441,0.6,0.70068,309,0.417567568,
00.16.29,128,153,281,227,0.81,0.72247,164,0.583629893,
00.17.01,791,638,1429,944,0.66,0.52648,497,0.347795661,
00.17.02,707,533,1240,786,0.63,0.48982,385,0.310483871,
00.17.03,502,399,901,619,0.69,0.59612,369,0.40954495,
00.17.04,722,625,1347,817,0.61,0.46267,378,0.280623608,
00.17.05,935,701,1636,1002,0.61,0.49501,496,0.303178484,
00.17.06,1315,1001,2316,1335,0.58,0.49288,658,0.284110535,
00.17.07,1079,873,1952,1184,0.61,0.4924,583,0.298668033,
00.17.08,867,605,1472,917,0.62,0.49182,451,0.30638587,
00.17.09,1376,915,2291,1316,0.57,0.4734,623,0.271933653,
00.17.10,808,665,1473,867,0.59,0.391,339,0.230142566,
00.17.11,644,452,1096,670,0.61,0.50448,338,0.308394161,
00.17.12,822,698,1520,963,0.63,0.43614,420,0.276315789,
00.17.13,796,814,1610,971,0.6,0.57467,558,0.346583851,
00.17.14,428,405,833,582,0.7,0.59622,347,0.416566627,
00.17.15,475,448,923,653,0.71,0.63093,412,0.446370531,
00.17.16,574,547,1121,672,0.6,0.59375,399,0.355932203,
00.17.17,490,474,964,625,0.65,0.5792,362,0.375518672,
00.17.18,743,664,1407,926,0.66,0.50324,466,0.331201137,
00.17.19,911,939,1850,1082,0.58,0.63124,683,0.369189189,
00.17.20,878,821,1699,1083,0.64,0.54109,586,0.34490877,
00.17.21,237,218,455,296,0.65,0.69595,206,0.452747253,
00.17.22,994,876,1870,1190,0.64,0.52773,628,0.335828877,
00.17.23,1018,941,1959,1217,0.62,0.44289,539,0.275140378,
00.17.24,697,635,1332,833,0.63,0.41297,344,0.258258258,
00.17.25,161,145,306,183,0.6,0.59563,109,0.35620915,
00.17.26,471,470,941,668,0.71,0.51198,342,0.363443146,
00.17.27,591,590,1181,770,0.65,0.53506,412,0.348856901,
00.17.28,601,575,1176,775,0.66,0.53548,415,0.352891156,
00.17.29,776,768,1544,623,0.4,0.86517,539,0.349093264,
00.17.30,851,770,1621,582,0.36,0.86942,506,0.312152992,
00.17.31,938,808,1746,529,0.3,0.85822,454,0.26002291,
00.17.32,868,823,1691,642,0.38,0.91121,585,0.345949143,
00.17.33,1155,1121,2276,1433,0.63,0.55967,802,0.352372583,
00.17.34,914,914,1828,1217,0.67,0.5415,659,0.360503282,
00.17.35,404,409,813,507,0.62,0.53649,272,0.334563346,
00.17.36,534,478,1012,587,0.58,0.523,307,0.303359684,
00.17.37,318,310,628,347,0.55,0.6196,215,0.342356688,
00.17.38,344,324,668,473,0.71,0.60254,285,0.426646707,
00.17.39,376,408,784,480,0.61,0.575,276,0.352040816,
00.17.40,53,36,89,70,0.79,0.8,56,0.629213483,
00.17.41,731,735,1466,858,0.59,0.50932,437,0.298090041,
00.17.42,51,55,106,68,0.64,0.58824,40,0.377358491,
00.17.43,247,231,478,306,0.64,0.43791,134,0.280334728,
00.18.01,768,665,1433,925,0.65,0.60324,558,0.389392882,
00.18.02,795,653,1448,783,0.54,0.58621,459,0.31698895,
00.18.03,1234,1097,2331,1268,0.54,0.59621,756,0.324324324,
00.18.04,1258,1105,2363,879,0.37,0.79977,703,0.297503174,
00.18.05,1154,1076,2230,1143,0.51,0.44094,504,0.226008969,
